"Site","Name","Last Logon","OperatingSystem","DistinguishedName"
"MHHS","MHHS-860-818344","1/9/2017 10:08:11 AM","Windows 7 Enterprise","CN=MHHS-860-818344,OU=Pod's,OU=Classroom's,OU=PCs,OU=Systems,OU=MHHS,OU=SMUSD,DC=smusd,DC=local"
"MHHS","MHHS-ADM-806824","12/8/2016 9:23:33 AM","Windows 7 Enterprise","CN=MHHS-ADM-806824,OU=Classroom's,OU=PCs,OU=Systems,OU=MHHS,OU=SMUSD,DC=smusd,DC=local"
"MHHS","MHHS-CCC-806843","2/21/2017 7:32:33 AM","Windows 7 Enterprise","CN=MHHS-CCC-806843,OU=Career Center Lab,OU=Library-Student Machines,OU=PCs,OU=Systems,OU=MHHS,OU=SMUSD,DC=smusd,DC=local"
"MHHS","MHHS-CCC-806870","2/21/2017 7:32:32 AM","Windows 7 Enterprise","CN=MHHS-CCC-806870,OU=Career Center Lab,OU=Library-Student Machines,OU=PCs,OU=Systems,OU=MHHS,OU=SMUSD,DC=smusd,DC=local"
"MHHS","MHHS-LT-043886","1/21/2017 11:37:27 AM","Windows 7 Enterprise","CN=MHHS-LT-043886,OU=Admin Bldg,OU=Laptops,OU=Systems,OU=MHHS,OU=SMUSD,DC=smusd,DC=local"
"MHHS","MHHS-LT-806421","2/7/2017 2:14:21 PM","Windows 7 Enterprise","CN=MHHS-LT-806421,OU=Admin Bldg,OU=Laptops,OU=Systems,OU=MHHS,OU=SMUSD,DC=smusd,DC=local"
"MHHS","MHHS-LT-807299","1/30/2017 3:21:31 PM","Windows 7 Enterprise","CN=MHHS-LT-807299,OU=Teacher's,OU=Laptops,OU=Systems,OU=MHHS,OU=SMUSD,DC=smusd,DC=local"
"MHHS","MHHS-LT-808409","11/14/2016 8:32:52 AM","Windows 7 Enterprise","CN=MHHS-LT-808409,OU=Teacher's,OU=Laptops,OU=Systems,OU=MHHS,OU=SMUSD,DC=smusd,DC=local"
"MHHS","MHHS-LT-814039","2/7/2017 10:25:49 AM","Windows 7 Enterprise","CN=MHHS-LT-814039,OU=Teacher's,OU=Laptops,OU=Systems,OU=MHHS,OU=SMUSD,DC=smusd,DC=local"
"MHHS","MHHS-LT-816600","2/7/2017 1:09:54 PM","Windows 10 Enterprise","CN=MHHS-LT-816600,OU=Teacher's,OU=Laptops,OU=Systems,OU=MHHS,OU=SMUSD,DC=smusd,DC=local"
"MHHS","MHHS-LT-818397","1/19/2017 8:45:10 AM","Windows 7 Enterprise","CN=MHHS-LT-818397,OU=Teacher's,OU=Laptops,OU=Systems,OU=MHHS,OU=SMUSD,DC=smusd,DC=local"
"MHHS","MHHS-LT-818414","1/10/2017 12:44:45 PM","Windows 7 Enterprise","CN=MHHS-LT-818414,OU=Teacher's,OU=Laptops,OU=Systems,OU=MHHS,OU=SMUSD,DC=smusd,DC=local"
"MHHS","MHHS-LT-821816","2/6/2017 1:37:45 PM","Windows 10 Enterprise","CN=MHHS-LT-821816,OU=Admin Bldg,OU=Laptops,OU=Systems,OU=MHHS,OU=SMUSD,DC=smusd,DC=local"
"MHHS","MHHS-POD-806853","9/23/2016 11:31:46 AM","Windows 7 Enterprise","CN=MHHS-POD-806853,OU=Pod's,OU=Classroom's,OU=PCs,OU=Systems,OU=MHHS,OU=SMUSD,DC=smusd,DC=local"
"MHHS","MHHS-POD-818352","2/14/2017 2:20:08 PM","Windows 7 Enterprise","CN=MHHS-POD-818352,OU=Pod's,OU=Classroom's,OU=PCs,OU=Systems,OU=MHHS,OU=SMUSD,DC=smusd,DC=local"
"MHHS","MHHS-POD-818353","3/9/2017 8:15:18 AM","Windows 7 Enterprise","CN=MHHS-POD-818353,OU=Pod's,OU=Classroom's,OU=PCs,OU=Systems,OU=MHHS,OU=SMUSD,DC=smusd,DC=local"
"MHHS","MHHS-POD-818366","2/27/2017 10:18:26 AM","Windows 7 Enterprise","CN=MHHS-POD-818366,OU=Pod's,OU=Classroom's,OU=PCs,OU=Systems,OU=MHHS,OU=SMUSD,DC=smusd,DC=local"
"MHHS","MHHS-ST-814062","10/31/2016 9:04:05 AM","Windows 7 Enterprise","CN=MHHS-ST-814062,OU=Classroom's,OU=PCs,OU=Systems,OU=MHHS,OU=SMUSD,DC=smusd,DC=local"
"MHHS","MHHS-TEC-818381","1/30/2017 10:24:32 AM","Windows 7 Enterprise","CN=MHHS-TEC-818381,OU=Admin Bldg,OU=PCs,OU=Systems,OU=MHHS,OU=SMUSD,DC=smusd,DC=local"
"MHHS","MHS-620-818365","2/1/2017 12:04:38 PM","Windows 7 Enterprise","CN=MHS-620-818365,OU=Pod's,OU=Classroom's,OU=PCs,OU=Systems,OU=MHHS,OU=SMUSD,DC=smusd,DC=local"
"MHHS","MININT-A7RV51N","3/1/2017 8:38:57 AM","Windows 10 Enterprise","CN=MININT-A7RV51N,OU=New Deployed,OU=Systems,OU=MHHS,OU=SMUSD,DC=smusd,DC=local"
"MultiSite","SMUSD-823329","3/2/2017 8:17:52 PM","Windows 10 Enterprise","CN=SMUSD-823329,OU=Systems,OU=MultiSite,OU=SMUSD,DC=smusd,DC=local"
"MultiSite","TOHS-GK801606L","9/28/2016 1:23:50 PM","Windows 7 Enterprise","CN=TOHS-GK801606L,OU=Nurses,OU=Systems,OU=MultiSite,OU=SMUSD,DC=smusd,DC=local"
"MultiSite","TOHS-NRS-805460","1/4/2017 9:07:15 AM","Windows 7 Enterprise","CN=TOHS-NRS-805460,OU=Nurses,OU=Systems,OU=MultiSite,OU=SMUSD,DC=smusd,DC=local"
"PAL","PAL-03-EEPC","10/6/2016 8:29:42 AM","Windows 7 Enterprise","CN=PAL-03-EEPC,OU=Teachers_Staff,OU=Laptops,OU=Systems,OU=PAL,OU=SMUSD,DC=smusd,DC=local"
"PAL","PAL-11-805991","10/13/2016 8:19:28 AM","Windows 7 Enterprise","CN=PAL-11-805991,OU=Unassigned,OU=PCs,OU=Systems,OU=PAL,OU=SMUSD,DC=smusd,DC=local"
"PAL","PAL-17-803796","10/28/2016 11:35:57 AM","Windows 7 Enterprise","CN=PAL-17-803796,OU=PalLab,OU=Laptops,OU=Systems,OU=PAL,OU=SMUSD,DC=smusd,DC=local"
"PAL","PAL-33-803752","10/28/2016 11:36:49 AM","Windows 7 Enterprise","CN=PAL-33-803752,OU=PalLab,OU=Laptops,OU=Systems,OU=PAL,OU=SMUSD,DC=smusd,DC=local"
"PAL","PAL34-803749","12/23/2016 4:12:28 PM","Windows 7 Enterprise","CN=PAL34-803749,OU=PalLab,OU=Laptops,OU=Systems,OU=PAL,OU=SMUSD,DC=smusd,DC=local"
"PAL","PAL-35-803740","10/28/2016 11:37:18 AM","Windows 7 Enterprise","CN=PAL-35-803740,OU=PalLab,OU=Laptops,OU=Systems,OU=PAL,OU=SMUSD,DC=smusd,DC=local"
"PAL","PAL-36-803753","10/28/2016 11:35:13 AM","Windows 7 Enterprise","CN=PAL-36-803753,OU=PalLab,OU=Laptops,OU=Systems,OU=PAL,OU=SMUSD,DC=smusd,DC=local"
"PAL","PAL-39-803779L","12/16/2016 2:55:38 PM","Windows 7 Enterprise","CN=PAL-39-803779L,OU=Teachers_Staff,OU=Laptops,OU=Systems,OU=PAL,OU=SMUSD,DC=smusd,DC=local"
"PAL","PAL-44-822872","12/21/2016 8:53:38 AM","Windows 7 Enterprise","CN=PAL-44-822872,OU=Teacher comps,OU=PCs,OU=Systems,OU=PAL,OU=SMUSD,DC=smusd,DC=local"
"PAL","PAL-ADM-814763","1/30/2017 7:33:00 AM","Windows 7 Enterprise","CN=PAL-ADM-814763,OU=AdminPCs,OU=PCs,OU=Systems,OU=PAL,OU=SMUSD,DC=smusd,DC=local"
"PAL","PAL-G-818541","1/9/2017 9:24:54 AM","Windows 7 Enterprise","CN=PAL-G-818541,OU=Pod-G,OU=Students,OU=PCs,OU=Systems,OU=PAL,OU=SMUSD,DC=smusd,DC=local"
"PAL","PAL-KWR-803742L","12/16/2016 7:53:22 AM","Windows 7 Enterprise","CN=PAL-KWR-803742L,OU=Teachers_Staff,OU=Laptops,OU=Systems,OU=PAL,OU=SMUSD,DC=smusd,DC=local"
"PAL","PALLAB38-803783","12/21/2016 8:16:01 AM","Windows 7 Enterprise","CN=PALLAB38-803783,OU=PalLab,OU=Laptops,OU=Systems,OU=PAL,OU=SMUSD,DC=smusd,DC=local"
"PAL","PAL-LT-803779","2/27/2017 3:58:51 PM","Windows 10 Enterprise","CN=PAL-LT-803779,OU=Teachers_Staff,OU=Laptops,OU=Systems,OU=PAL,OU=SMUSD,DC=smusd,DC=local"
"PAL","PAL-LT-814722","1/20/2017 11:00:00 AM","Windows 10 Enterprise","CN=PAL-LT-814722,OU=Admin-NoRedirct,OU=Laptops,OU=Systems,OU=PAL,OU=SMUSD,DC=smusd,DC=local"
"PAL","PAL-LT-818584","2/10/2017 10:53:34 AM","Windows 7 Enterprise","CN=PAL-LT-818584,OU=Teachers_Staff,OU=Laptops,OU=Systems,OU=PAL,OU=SMUSD,DC=smusd,DC=local"
"PAL","PAL-TECH-814729","12/5/2016 7:36:55 AM","Windows 7 Enterprise","CN=PAL-TECH-814729,OU=AdminPCs,OU=PCs,OU=Systems,OU=PAL,OU=SMUSD,DC=smusd,DC=local"
"PAL","PAL-UEFI-TEST","12/12/2016 2:35:43 PM","Windows 10 Enterprise","CN=PAL-UEFI-TEST,OU=Unassigned,OU=PCs,OU=Systems,OU=PAL,OU=SMUSD,DC=smusd,DC=local"
"PAL","PAL-XXX-803774","2/13/2017 11:58:36 AM","Windows 10 Enterprise","CN=PAL-XXX-803774,OU=Systems,OU=PAL,OU=SMUSD,DC=smusd,DC=local"
"PAL","PAL-XXX-803776","2/13/2017 11:55:24 AM","Windows 10 Enterprise","CN=PAL-XXX-803776,OU=Systems,OU=PAL,OU=SMUSD,DC=smusd,DC=local"
"PAL","PAL-XXX-803793","2/13/2017 11:50:21 AM","Windows 10 Enterprise","CN=PAL-XXX-803793,OU=Systems,OU=PAL,OU=SMUSD,DC=smusd,DC=local"
"PAL","PAL-XXX-806628","2/13/2017 11:46:44 AM","Windows 10 Enterprise","CN=PAL-XXX-806628,OU=Systems,OU=PAL,OU=SMUSD,DC=smusd,DC=local"
"PAL","PAL-XXX-814750","2/13/2017 11:25:23 AM","Windows 10 Enterprise","CN=PAL-XXX-814750,OU=Systems,OU=PAL,OU=SMUSD,DC=smusd,DC=local"
"RL","RL-10-806780","3/3/2017 7:14:05 AM","Windows 7 Enterprise","CN=RL-10-806780,OU=PCs,OU=Systems,OU=RL,OU=SMUSD,DC=smusd,DC=local"
"RL","RL-29-806772","2/9/2017 8:39:28 AM","Windows 7 Enterprise","CN=RL-29-806772,OU=PCs,OU=Systems,OU=RL,OU=SMUSD,DC=smusd,DC=local"
"RL","RL-32-719038","3/3/2017 10:22:04 AM","Windows 7 Enterprise","CN=RL-32-719038,OU=PCs,OU=Systems,OU=RL,OU=SMUSD,DC=smusd,DC=local"
"RL","RL-33-803582","3/8/2017 8:08:47 AM","Windows 7 Enterprise","CN=RL-33-803582,OU=Laptops,OU=Systems,OU=RL,OU=SMUSD,DC=smusd,DC=local"
"RL","RL-34-803581","3/8/2017 8:07:20 AM","Windows 7 Enterprise","CN=RL-34-803581,OU=Laptops,OU=Systems,OU=RL,OU=SMUSD,DC=smusd,DC=local"
"RL","RL-35-800933","10/12/2016 9:09:40 AM","Windows 7 Enterprise","CN=RL-35-800933,OU=Laptops,OU=Systems,OU=RL,OU=SMUSD,DC=smusd,DC=local"
"RL","RL-35-803592","10/31/2016 10:27:02 AM","Windows 7 Enterprise","CN=RL-35-803592,OU=Laptops,OU=Systems,OU=RL,OU=SMUSD,DC=smusd,DC=local"
"RL","RL-36-803595","9/19/2016 2:23:46 PM","Windows 7 Enterprise","CN=RL-36-803595,OU=Laptops,OU=Systems,OU=RL,OU=SMUSD,DC=smusd,DC=local"
"RL","RL-37-814410","3/6/2017 7:48:03 AM","Windows 7 Enterprise","CN=RL-37-814410,OU=Systems,OU=RL,OU=SMUSD,DC=smusd,DC=local"
"RL","RL-4-822894","2/25/2017 9:15:33 AM","Windows 7 Enterprise","CN=RL-4-822894,OU=PCs,OU=Systems,OU=RL,OU=SMUSD,DC=smusd,DC=local"
"RL","RL-91-806754","11/7/2016 9:53:46 AM","Windows 7 Enterprise","CN=RL-91-806754,OU=PCs,OU=Systems,OU=RL,OU=SMUSD,DC=smusd,DC=local"
"RL","RL-ADM-827815","2/15/2017 3:29:37 PM","Windows 10 Enterprise","CN=RL-ADM-827815,OU=PCs,OU=Systems,OU=RL,OU=SMUSD,DC=smusd,DC=local"
"RL","RL-CRT1-800919","3/6/2017 7:51:06 AM","Windows 7 Enterprise","CN=RL-CRT1-800919,OU=Laptops,OU=Systems,OU=RL,OU=SMUSD,DC=smusd,DC=local"
"RL","RL-JULIE-818127","2/24/2017 7:48:13 AM","Windows 7 Enterprise","CN=RL-JULIE-818127,OU=Laptops,OU=Systems,OU=RL,OU=SMUSD,DC=smusd,DC=local"
"RL","RL-K2-814419","9/14/2016 12:41:36 PM","Windows 7 Enterprise","CN=RL-K2-814419,OU=PCs,OU=Systems,OU=RL,OU=SMUSD,DC=smusd,DC=local"
"RL","RL-LAB-814390","8/31/2016 11:08:38 AM","Windows 7 Enterprise","CN=RL-LAB-814390,OU=LAB-New,OU=RLPCLab-PCs,OU=PCs,OU=Systems,OU=RL,OU=SMUSD,DC=smusd,DC=local"
"RL","RL-LAB-814391","8/31/2016 11:08:00 AM","Windows 7 Enterprise","CN=RL-LAB-814391,OU=LAB-New,OU=RLPCLab-PCs,OU=PCs,OU=Systems,OU=RL,OU=SMUSD,DC=smusd,DC=local"
"RL","RL-LAB-814395","8/31/2016 11:08:08 AM","Windows 7 Enterprise","CN=RL-LAB-814395,OU=LAB-New,OU=RLPCLab-PCs,OU=PCs,OU=Systems,OU=RL,OU=SMUSD,DC=smusd,DC=local"
"RL","RL-LAB-814426","8/31/2016 11:08:32 AM","Windows 7 Enterprise","CN=RL-LAB-814426,OU=RLPCLab-PCs,OU=PCs,OU=Systems,OU=RL,OU=SMUSD,DC=smusd,DC=local"
"RL","RL-LAB-814438","8/29/2016 2:53:55 PM","Windows 7 Enterprise","CN=RL-LAB-814438,OU=LAB-New,OU=RLPCLab-PCs,OU=PCs,OU=Systems,OU=RL,OU=SMUSD,DC=smusd,DC=local"
"RL","RL-LAB-814440","8/31/2016 11:08:03 AM","Windows 7 Enterprise","CN=RL-LAB-814440,OU=LAB-New,OU=RLPCLab-PCs,OU=PCs,OU=Systems,OU=RL,OU=SMUSD,DC=smusd,DC=local"
"RL","RL-LAB-814442","8/31/2016 11:08:00 AM","Windows 7 Enterprise","CN=RL-LAB-814442,OU=LAB-New,OU=RLPCLab-PCs,OU=PCs,OU=Systems,OU=RL,OU=SMUSD,DC=smusd,DC=local"
"RL","RL-LIB-827817","2/9/2017 12:17:42 PM","Windows 10 Enterprise","CN=RL-LIB-827817,OU=PCs,OU=Systems,OU=RL,OU=SMUSD,DC=smusd,DC=local"
"RL","RL-LT-803586","2/3/2017 9:32:23 AM","Windows 7 Enterprise","CN=RL-LT-803586,OU=Room 28,OU=Students,OU=Laptops,OU=Systems,OU=RL,OU=SMUSD,DC=smusd,DC=local"
"RL","RL-LT-803596","10/24/2016 1:40:37 PM","Windows 7 Enterprise","CN=RL-LT-803596,OU=Laptops,OU=Systems,OU=RL,OU=SMUSD,DC=smusd,DC=local"
"RL","RL-LT-803609","10/24/2016 1:41:38 PM","Windows 7 Enterprise","CN=RL-LT-803609,OU=Laptops,OU=Systems,OU=RL,OU=SMUSD,DC=smusd,DC=local"
"RL","RL-LT-804578","2/21/2017 11:32:48 AM","Windows 7 Enterprise","CN=RL-LT-804578,OU=Laptops,OU=Systems,OU=RL,OU=SMUSD,DC=smusd,DC=local"
"RL","RL-LT-804956","3/3/2017 11:14:10 AM","Windows 7 Enterprise","CN=RL-LT-804956,OU=Laptops,OU=Systems,OU=RL,OU=SMUSD,DC=smusd,DC=local"
"RL","RL-LT-808401","2/28/2017 8:15:46 AM","Windows 7 Enterprise","CN=RL-LT-808401,OU=Laptops,OU=Systems,OU=RL,OU=SMUSD,DC=smusd,DC=local"
"RL","RL-LT-813718","2/2/2017 1:05:49 PM","Windows 7 Enterprise","CN=RL-LT-813718,OU=Laptops,OU=Systems,OU=RL,OU=SMUSD,DC=smusd,DC=local"
"RL","RL-LT-818448","10/28/2016 12:41:12 PM","Windows 7 Enterprise","CN=RL-LT-818448,OU=Laptops,OU=Systems,OU=RL,OU=SMUSD,DC=smusd,DC=local"
"RL","RL-LT-818451","2/13/2017 4:58:36 PM","Windows 7 Enterprise","CN=RL-LT-818451,OU=Laptops,OU=Systems,OU=RL,OU=SMUSD,DC=smusd,DC=local"
"RL","RL-LT-818455","1/31/2017 9:00:06 AM","Windows 7 Enterprise","CN=RL-LT-818455,OU=Laptops,OU=Systems,OU=RL,OU=SMUSD,DC=smusd,DC=local"
"RL","RL-LT-818457","2/6/2017 10:05:55 AM","Windows 7 Enterprise","CN=RL-LT-818457,OU=Laptops,OU=Systems,OU=RL,OU=SMUSD,DC=smusd,DC=local"
"RL","RL-LT-818458","2/28/2017 8:14:39 AM","Windows 7 Enterprise","CN=RL-LT-818458,OU=Laptops,OU=Systems,OU=RL,OU=SMUSD,DC=smusd,DC=local"
"RL","RL-LT-818459","12/2/2016 12:34:32 PM","Windows 7 Enterprise","CN=RL-LT-818459,OU=Laptops,OU=Systems,OU=RL,OU=SMUSD,DC=smusd,DC=local"
"RL","RL-LT-818464","10/26/2016 12:39:43 PM","Windows 7 Enterprise","CN=RL-LT-818464,OU=Laptops,OU=Systems,OU=RL,OU=SMUSD,DC=smusd,DC=local"
"RL","RL-LT-818466","1/20/2017 12:35:43 PM","Windows 7 Enterprise","CN=RL-LT-818466,OU=Laptops,OU=Systems,OU=RL,OU=SMUSD,DC=smusd,DC=local"
"RL","RL-LT-827821","3/1/2017 1:25:52 PM","Windows 10 Enterprise","CN=RL-LT-827821,OU=Laptops,OU=Systems,OU=RL,OU=SMUSD,DC=smusd,DC=local"
"RL","RL-LT-827850","2/22/2017 4:46:12 PM","Windows 10 Enterprise","CN=RL-LT-827850,OU=Laptops,OU=Systems,OU=RL,OU=SMUSD,DC=smusd,DC=local"
"SEES","SEE-007-804408","2/11/2017 6:07:58 AM","Windows 7 Enterprise","CN=SEE-007-804408,OU=PCs,OU=Systems,OU=SEES,OU=SMUSD,DC=smusd,DC=local"
"SEES","SEE-007-806958","9/27/2016 8:29:45 AM","Windows 7 Enterprise","CN=SEE-007-806958,OU=PCs,OU=Systems,OU=SEES,OU=SMUSD,DC=smusd,DC=local"
"SEES","SEE-007-814496","9/22/2016 12:07:30 PM","Windows 7 Enterprise","CN=SEE-007-814496,OU=PCs,OU=Systems,OU=SEES,OU=SMUSD,DC=smusd,DC=local"
"SEES","SEE-008-814496","9/21/2016 12:26:13 PM","Windows 7 Enterprise","CN=SEE-008-814496,OU=PCs,OU=Systems,OU=SEES,OU=SMUSD,DC=smusd,DC=local"
"SEES","SEE-103-807000","2/16/2017 1:11:26 PM","Windows 7 Enterprise","CN=SEE-103-807000,OU=PCs,OU=Systems,OU=SEES,OU=SMUSD,DC=smusd,DC=local"
"SEES","SEE-104-802917","2/10/2017 11:12:27 AM","Windows 7 Enterprise","CN=SEE-104-802917,OU=Laptops,OU=Systems,OU=SEES,OU=SMUSD,DC=smusd,DC=local"
"SEES","SEE-203-806958","9/27/2016 8:07:04 AM","Windows 7 Enterprise","CN=SEE-203-806958,OU=PCs,OU=Systems,OU=SEES,OU=SMUSD,DC=smusd,DC=local"
"SEES","SEE-308-806960","9/6/2016 7:11:58 AM","Windows 7 Enterprise","CN=SEE-308-806960,OU=PCs,OU=Systems,OU=SEES,OU=SMUSD,DC=smusd,DC=local"
"SEES","SEE-401-806962","9/8/2016 8:24:11 AM","Windows 7 Enterprise","CN=SEE-401-806962,OU=PCs,OU=Systems,OU=SEES,OU=SMUSD,DC=smusd,DC=local"
"SEES","SEE-401-807923","9/29/2016 8:59:10 AM","Windows 7 Enterprise","CN=SEE-401-807923,OU=PCs,OU=Systems,OU=SEES,OU=SMUSD,DC=smusd,DC=local"
"SEES","SEE-401-807941","1/29/2017 4:35:28 PM","Windows 7 Enterprise","CN=SEE-401-807941,OU=PCs,OU=Systems,OU=SEES,OU=SMUSD,DC=smusd,DC=local"
"SEES","SEE-600-818093","9/27/2016 9:54:43 AM","Windows 7 Enterprise","CN=SEE-600-818093,OU=PCs,OU=Systems,OU=SEES,OU=SMUSD,DC=smusd,DC=local"
"SEES","SEE-651-807921","1/20/2017 11:32:10 AM","Windows 7 Enterprise","CN=SEE-651-807921,OU=PCs,OU=Systems,OU=SEES,OU=SMUSD,DC=smusd,DC=local"
"SEES","SEE-657-007007","10/5/2016 8:42:22 AM","Windows 7 Enterprise","CN=SEE-657-007007,OU=Students,OU=Laptops,OU=Systems,OU=SEES,OU=SMUSD,DC=smusd,DC=local"
"SEES","SEE-ADM-800861","2/25/2017 4:19:17 PM","Windows 7 Enterprise","CN=SEE-ADM-800861,OU=Systems,OU=SEES,OU=SMUSD,DC=smusd,DC=local"
"SEES","SEE-CRT-801777","10/20/2016 4:55:11 PM","Windows 7 Enterprise","CN=SEE-CRT-801777,OU=Laptops,OU=Systems,OU=SEES,OU=SMUSD,DC=smusd,DC=local"
"SEES","SEE-IDK2-824927","1/20/2017 4:25:38 PM","Windows 10 Enterprise","CN=SEE-IDK2-824927,OU=PCs,OU=Systems,OU=SEES,OU=SMUSD,DC=smusd,DC=local"
"SEES","SEE-LAB-814463","1/30/2017 3:33:55 AM","Windows 7 Enterprise","CN=SEE-LAB-814463,OU=Lab 405,OU=PCs,OU=Systems,OU=SEES,OU=SMUSD,DC=smusd,DC=local"
"SEES","SEE-LAB-814473","1/9/2017 5:27:43 PM","Windows 7 Enterprise","CN=SEE-LAB-814473,OU=Lab 405,OU=PCs,OU=Systems,OU=SEES,OU=SMUSD,DC=smusd,DC=local"
"SEES","SEE-LT5-801772","1/12/2017 12:11:42 PM","Windows 7 Enterprise","CN=SEE-LT5-801772,OU=Staff,OU=Laptops,OU=Systems,OU=SEES,OU=SMUSD,DC=smusd,DC=local"
"SEES","SEE-LT-801387","9/19/2016 9:01:01 AM","Windows 7 Enterprise","CN=SEE-LT-801387,OU=Laptops,OU=Systems,OU=SEES,OU=SMUSD,DC=smusd,DC=local"
"SEES","SEE-LT-803075","10/13/2016 8:42:52 AM","Windows 7 Enterprise","CN=SEE-LT-803075,OU=Staff,OU=Laptops,OU=Systems,OU=SEES,OU=SMUSD,DC=smusd,DC=local"
"SEES","SEE-LT-803990","10/5/2016 8:38:21 AM","Windows 7 Enterprise","CN=SEE-LT-803990,OU=Students,OU=Laptops,OU=Systems,OU=SEES,OU=SMUSD,DC=smusd,DC=local"
"SEES","SEE-LT-803994","10/5/2016 8:51:19 AM","Windows 7 Enterprise","CN=SEE-LT-803994,OU=Students,OU=Laptops,OU=Systems,OU=SEES,OU=SMUSD,DC=smusd,DC=local"
"SEES","SEE-LT-803996","10/5/2016 8:48:52 AM","Windows 7 Enterprise","CN=SEE-LT-803996,OU=Students,OU=Laptops,OU=Systems,OU=SEES,OU=SMUSD,DC=smusd,DC=local"
"SEES","SEE-LT-803997","10/5/2016 8:42:57 AM","Windows 7 Enterprise","CN=SEE-LT-803997,OU=Laptops,OU=Systems,OU=SEES,OU=SMUSD,DC=smusd,DC=local"
"SEES","SEE-LT-809612","9/13/2016 2:10:13 PM","Windows 7 Enterprise","CN=SEE-LT-809612,OU=Students,OU=Laptops,OU=Systems,OU=SEES,OU=SMUSD,DC=smusd,DC=local"
"SEES","SEE-LT-809617","10/17/2016 11:31:37 AM","Windows 7 Enterprise","CN=SEE-LT-809617,OU=Students,OU=Laptops,OU=Systems,OU=SEES,OU=SMUSD,DC=smusd,DC=local"
"SEES","SEE-LT-809625","1/20/2017 7:53:22 AM","Windows 7 Enterprise","CN=SEE-LT-809625,OU=Staff,OU=Laptops,OU=Systems,OU=SEES,OU=SMUSD,DC=smusd,DC=local"
"SEES","SEE-LT-814524","9/13/2016 8:17:36 AM","Windows 7 Enterprise","CN=SEE-LT-814524,OU=Staff,OU=Laptops,OU=Systems,OU=SEES,OU=SMUSD,DC=smusd,DC=local"
"SEES","SEE-LT-818482","1/11/2017 12:20:01 PM","Windows 7 Enterprise","CN=SEE-LT-818482,OU=Laptops,OU=Systems,OU=SEES,OU=SMUSD,DC=smusd,DC=local"
"SEES","SEES-LT-802495","3/8/2017 2:31:38 PM","Windows 7 Enterprise","CN=SEES-LT-802495,OU=Laptops,OU=Systems,OU=SEES,OU=SMUSD,DC=smusd,DC=local"
"SEES","SEES-LT-809613","12/15/2016 1:27:40 PM","Windows 7 Enterprise","CN=SEES-LT-809613,OU=Laptops,OU=Systems,OU=SEES,OU=SMUSD,DC=smusd,DC=local"
"SEES","SEES-LT-809627","3/7/2017 10:55:41 AM","Windows 7 Enterprise","CN=SEES-LT-809627,OU=Laptops,OU=Systems,OU=SEES,OU=SMUSD,DC=smusd,DC=local"
"SEES","SME-204-805611","11/2/2016 3:47:02 PM","Windows 7 Professional","CN=SME-204-805611,OU=Laptops,OU=Systems,OU=SEES,OU=SMUSD,DC=smusd,DC=local"
"SEES","TOES-ROD-801470","3/6/2017 8:36:26 AM","Windows 7 Enterprise","CN=TOES-ROD-801470,OU=Laptops,OU=Systems,OU=SEES,OU=SMUSD,DC=smusd,DC=local"
"SEMS","SEMS-152-801850","1/8/2017 2:38:58 PM","Windows 7 Enterprise","CN=SEMS-152-801850,OU=PCs,OU=Systems,OU=SEMS,OU=SMUSD,DC=smusd,DC=local"
"SEMS","SEMS-201-818278","3/6/2017 2:38:47 AM","Windows 10 Enterprise","CN=SEMS-201-818278,OU=Students,OU=PCs,OU=Systems,OU=SEMS,OU=SMUSD,DC=smusd,DC=local"
"SEMS","SEMS-204-801854","12/19/2016 12:50:56 PM","Windows 7 Enterprise","CN=SEMS-204-801854,OU=Students,OU=PCs,OU=Systems,OU=SEMS,OU=SMUSD,DC=smusd,DC=local"
"SEMS","SEMS-205-814352","10/20/2016 7:05:24 AM","Windows 7 Enterprise","CN=SEMS-205-814352,OU=PCs,OU=Systems,OU=SEMS,OU=SMUSD,DC=smusd,DC=local"
"SEMS","SEMS-205-818288","11/28/2016 6:01:35 AM","Windows 7 Enterprise","CN=SEMS-205-818288,OU=PCs,OU=Systems,OU=SEMS,OU=SMUSD,DC=smusd,DC=local"
"SEMS","SEMS-257-818285","9/28/2016 12:44:34 PM","Windows 10 Enterprise","CN=SEMS-257-818285,OU=PCs,OU=Systems,OU=SEMS,OU=SMUSD,DC=smusd,DC=local"
"SEMS","SEMS-257-818289","9/30/2016 7:38:00 AM","Windows 7 Enterprise","CN=SEMS-257-818289,OU=PCs,OU=Systems,OU=SEMS,OU=SMUSD,DC=smusd,DC=local"
"SEMS","SEMS-401-822958","2/9/2017 12:36:15 PM","Windows 10 Enterprise","CN=SEMS-401-822958,OU=PCs,OU=Systems,OU=SEMS,OU=SMUSD,DC=smusd,DC=local"
"SEMS","SEMS-452-801359","3/3/2017 3:57:07 PM","Windows 7 Enterprise","CN=SEMS-452-801359,OU=PCs,OU=Systems,OU=SEMS,OU=SMUSD,DC=smusd,DC=local"
"SEMS","SEMS-502-802578","10/6/2016 11:03:54 AM","Windows 7 Enterprise","CN=SEMS-502-802578,OU=PCs,OU=Systems,OU=SEMS,OU=SMUSD,DC=smusd,DC=local"
"SEMS","SEMS-502-818299","12/18/2016 3:16:29 PM","Windows 7 Enterprise","CN=SEMS-502-818299,OU=PCs,OU=Systems,OU=SEMS,OU=SMUSD,DC=smusd,DC=local"
